CharacterId,Name,Author,Width,Height
3592,Robinmask,(^o^),15.0,33.0
3593,Rip_saber,(^o^),85.0,91.0
3594,Sheep the royal,(^o^),87.0,93.0
3595,Shinsaku maekawa,(^o^),63.0,116.0
3596,Shishin,(^o^),65.0,102.0
3597,Sodom sfa,(^o^),89.0,121.0
3598,El stinger,(^o^),73.0,79.0
3599,Cyborg_t-8p,(^o^),90.0,126.0
3600,Titan the great,(^o^),100.0,117.0
3601,Terryman,(^o^),16.0,32.0
3602,Thawk sfa,(^o^),124.0,131.0
3603,Donatello 0d,(^o^),51.0,90.0
3604,Leonardo 0d,(^o^),52.0,95.0
3605,Michelangelo 0d,(^o^),52.0,75.0
3606,Raphael 0d,(^o^),50.0,80.0
3607,Tyssa willing,(^o^),54.0,115.0
3608,Wong_fei_h,(^o^),128.0,118.0
3609,Wong fei hung,(^o^),116.0,105.0
3610,Wraith,(^o^),99.0,108.0
3611,Yuki fujiwara,(^o^),54.0,113.0
3612,Alexey zalazof,(^o^),74.0,89.0
3613,Zeldia,(^o^),64.0,108.0
3614,Zeldia 0D,(^o^),88.0,87.0
3615,Pocchi,119way,220.0,220.0
3616,Han bae dal,Envymask666,57.0,109.0
3617,Kim hoon,Envymask666,57.0,109.0
3618,Lee hae gwan,Envymask666,73.0,103.0
3619,Ryo fu,Envymask666,123.0,141.0
3620,Hoya,Envymask666,65.0,107.0
3621,Milchael sobut,Envymask666,79.0,122.0
3622,Rob vincent,Envymask666,64.0,93.0
3623,Chou hi,Envymask666,91.0,78.0
3624,Kim gil,Envymask666,67.0,98.0
3625,Ys,Envymask666,48.0,94.0
3626,2nd death star,Troy,66.0,108.0
3627,Rugal b.,Ali,57.0,119.0
3628,King 95,U-jin,50.0,100.0
3629,Andy bogard,null,51.0,106.0
3630,Geki,"David_bazbar, cwdevine & falchion22",78.0,110.0
3631,Joe A,"David_bazbar, falchion22",80.0,112.0
3632,A-ko,Oggy,86.0,98.0
3633,A-lee,"David_bazbar, falchion22",84.0,93.0
3634,Mike,"David_bazbar, falchion22",79.0,113.0
3635,Retsu,"David_bazbar, falchion22",78.0,96.0
3636,A-utsuho,Aonashi,198.0,189.0
3637,Duck king pne,Pneophen,99.0,129.0
3638,Ranma +,Patrick ching(pneophen),40.0,84.0
3639,<> ( 0)<>/2,Pkrs,,
3640,Abigail,Ali,75.0,109.0
3641,Abobo,(^o^),81.0,152.0
3642,Absolute_white_len,H&kisaragiryuto,35.0,84.0
3643,Abubo,Ryo 2005 + ns,120.0,135.0
3644,James jerkenson,Spat856,44.0,103.0
3645,Adol,Ankokunaitou,46.0,93.0
3646,Adon f22,null,61.0,98.0
3647,Atari dragon,The dark skull,20.0,46.0
3648,Ae86,Muko,232.0,74.0
3649,Aimi,LÈƒ,53.0,64.0
3650,Akainu sakazuki,Nba01,44.0,81.0
3651,Akaitsuki,Shiroto,53.0,106.0
3652,Akane tendo,Ankokunaitou,44.0,80.0
3653,Akari kamigishi,Tokei,600.0,352.0
3654,Akashima,Rakurai,278.0,217.0
3655,Akashi_kaoru,Baggy,128.0,128.0
3656,Kung fu girl,S.y.d,52.0,101.0
3659,Akira kogami,Ouchi,103.0,211.0
3660,Akira,Ankokunaitou,46.0,64.0
3661,Angel kof,Jin,49.0,108.0
3662,Hyper rare akuma,Phantom.of.the.server,57.0,118.0
3663,Al,Yu-toharu,54.0,111.0
3664,Alfred airhawk,Taruse,60.0,107.0
3666,Alice's gensokyo,Nenmin,53.0,95.0
3667,Allen o'neill,Txpot,83.0,46.0
3668,Alpaca,Man,96.0,125.0
3669,Alsa,Felicity,163.0,207.0
3670,Alt eisen,Kn,97.0,94.0
3672,Amakusa,Masquer,135.0,135.0
3673,Amber lamps,Eee aa sports its in the game or kamekaze if you want.,,
3674,Ando,Ns,47.0,81.0
3675,Hugo andore jr. ff2,Tim markworth,45.0,107.0
3676,Hugo andore jr.,Tim markworth,67.0,113.0
3677,Andy bogard ff,Namaguideran,60.0,100.0
3678,Andy bogard rb,Bad darkness,55.0,101.0
3680,Angel dx,Dxwho,57.0,116.0
3682,Anne,Sakuraka,67.0,84.0
3683,Anny,Tin,50.0,104.0
3684,Anonym,Ns,108.0,220.0
3685,Another clone ash,Oni-miko,75.0,120.0
3686,Jack,:fred,111.0,154.0
3687,John,:fred,88.0,144.0
3688,King aof1,:fred,71.0,141.0
3689,Lee aof1,Fred,94.0,138.0
3690,Mrkarate aof,:fred,93.0,144.0
3691,Robert aof1,:fred,72.0,146.0
3692,Ryo aof1,:fred,93.0,144.0
3693,Todo,:fred,104.0,138.0
3694,Eiji,Fred,94.0,136.0
3695,Geese aof2,Fred,101.0,139.0
3696,Micky,:fred,80.0,160.0
3697,Mr big,:fred,106.0,157.0
3698,Robert garcia aof3,Desouza,117.0,141.0
3699,Ryo-sakazaki,Brown,77.0,139.0
3700,Aokiji kuzan,Nba01,37.0,79.0
3702,Cola,Neo,,
3703,Muhi,Neo,,
3704,Silvermoon,Neo,,
3705,Mageko,Neo,,
3706,Archers,Dark ruler,,
3707,Ark,Ankokunaitou,32.0,64.0
3708,Arturo,Ngi,112.0,103.0
3709,Arx-7,Gn,63.0,49.0
3710,Asborb,Metasponge64,125.0,307.0
3711,Aselia,Shirokuma,132.0,95.0
3712,Ash 2,Jin,69.0,104.0
3713,Asuka,Maruta,41.0,99.0
3714,Dark athena 2nd,Actjapan,56.0,109.0
3715,Comrade athena,S.y.d,300.0,200.0
3716,Atlas,Dark ruler,190.0,147.0
3717,Avalanche,Arkady & electro,91.0,111.0
3718,Axel hawk,Adamskie,79.0,122.0
3719,Axl gg,Kayui uma,111.0,104.0
3720,Aya,Aotsuki,54.0,103.0
3721,Ayaka-mvc,Uru,44.0,75.0
3723,Azteca,Seki-rou,100.0,109.0
3725,Balrog f,Ý‚,198.0,132.0
3727,Franco bash,Smogon and starplatinum,82.0,89.0
3728,Batman 2,Dc,153.0,160.0
3729,Battler ushiromiya,Boomer,142.0,287.0
3730,Mr. bean,Wlanmaniax,65.0,124.0
3731,Beelzebub,Act02,640.0,480.0
3732,Bifrost,Dark ruler,195.0,156.0
3733,Mr.big,Aomura,80.0,112.0
3734,Super big bird,Frs games,120.0,168.0
3735,Big zam,Taurusac195,293.0,444.0
3736,Billy kane rbs,Starplatinum,109.0,92.0
3737,Binran,Ngi,78.0,107.0
3738,Birdie,null,69.0,129.0
3740,Bully in the launderette,Beanfan112,123.0,172.0
3741,Black viper,Dark ruler,172.0,124.0
3742,Black zero,Ageha,81.0,88.0
3743,Jonathan blade,Keioh,83.0,114.0
3744,Bloo,Tutaya,63.0,112.0
3745,Blue suede goo,Shadowtak,275.0,153.0
3746,Bobby,Neat unsou,73.0,115.0
3747,Bob wilson,Crosscat,62.0,116.0
3748,Boshy,Eke,54.0,42.0
3750,Brahms,LÈƒ,55.0,65.0
3751,Bristol-d,Elecbyte,352.0,224.0
3752,Brokken,Works,227.0,264.0
3753,Broly lssj3,Legendtta,75.0,119.0
3754,Bubba,Dark ruler,54.0,56.0
3755,Bugs bunny,Z,98.0,160.0
3756,Bunny tracy,"D, the red cloak",66.0,118.0
3758,Burai yamamoto,Yu-ri,86.0,99.0
3759,Buster bunny,Gia,32.0,53.0
3760,Hijiri byakuren,Seravy,107.0,110.0
3761,B cirno,Bask,61.0,83.0
3762,Cpt.falcon,Kamekaze,100.0,97.0
3764,Captain.cat.kit,Ngi,57.0,66.0
3765,Captain agent,Spidermew,93.0,112.0
3766,Carlos ff2,Robo z,52.0,101.0
3767,Carriage driver,Dark ruler,78.0,141.0
3768,Eric cartman,Pokemonboy7051,96.0,91.0
3769,Catherine-mvc,Uru,370.0,367.0
3770,Cathey,M@ppy,56.0,66.0
3771,Akira yuki,Chuchoryu,68.0,104.0
3772,Chaoz_gf,Ngi,232.0,199.0
3773,Chaves,Andre marques,69.0,138.0
3774,Atomic r chelnov,Tokei,364.0,63.0
3775,Cheng zinzang,Thedge,97.0,90.0
3776,Chenshiro,Seapon,124.0,156.0
3777,Chen the weasel,Rei,55.0,122.0
3778,Chibi kuroko,Wolf,48.0,58.0
3779,Chieshen,Ngi,60.0,109.0
3780,Chinnen,Wara,95.0,104.0
3781,Chippzanuff,Luvly angel,97.0,106.0
3782,Choi special,Fangke,80.0,64.0
3783,Chonrei,Warusaki3,47.0,99.0
3784,Chrome dome,Pullo,67.0,80.0
3785,Chie_rumiko,Shiroto,36.0,102.0
3787,Cirno brando,Moiky,61.0,83.0
3788,Cius,Ankokunaitou,44.0,86.0
3789,Ickybod clay,Shadowtak,100.0,130.0
3790,Cliff-tsunade-godaime,Cliff-a,53.0,91.0
3791,Cliff-zabuza-nzc,Cliff-a,51.0,70.0
3793,Classic wagyan,Tokinokuni-kei,32.0,32.0
3794,Cobra,Butchy (graphics) & mike werewolf (code),98.0,132.0
3795,Cody CFJ2,Lost_avenger,77.0,103.0
3796,Cody GH,Brown,77.0,103.0
3797,Combine tentacle,Dark ruler,117.0,102.0
3798,Princess comet,Tokinokuni-kei,62.0,103.0
3799,Common akuma,Phantom.of.the.server,57.0,118.0
3800,Tank,Dark ruler,249.0,101.0
3801,Crane,Kenshin himura,101.0,98.0
3802,Crispy,Mc2,44.0,34.0
3803,Crocodile worm,Dark ruler,64.0,78.0
3804,Cruelty blood arcueid,586&otto,57.0,110.0
3805,Cube,Ankokunaitou,44.0,52.0
3806,Curfue,Cafe,94.0,110.0
3807,Guile cvs2,Rei,82.0,98.0
3808,Karin CVS,Warusaki3,90.0,87.0
3809,R.mika,Warusaki3,93.0,99.0
3810,Rolento CVS,Warusaki3,89.0,97.0
3811,Cvs sakura,Warusaki3,76.0,91.0
3812,Cvs yun,Warusaki3,60.0,93.0
3813,Cvs raiden,Hh,128.0,131.0
3815,Ogichi inner hollow,Darkes5 o fxxdark,67.0,63.0
3816,Dbloodbane,Deman,240.0,246.0
3817,Daiyousei,Arima,74.0,89.0
3818,Damnd,Lord sinistro,86.0,110.0
3819,Daniel,Daniel9999999,116.0,214.0
3820,Dante2,Bugya,123.0,263.0
3822,Dark champion,Supermystery,76.0,107.0
3823,Dark order sol,Daimonmau,162.0,282.0
3824,Dark cornian,Dark ruler,176.0,140.0
3827,Grebam,Muko,141.0,193.0
3828,Hugo dc,Muko,172.0,194.0
3829,Mictlan,Muko,278.0,222.0
3830,Amon,Shimon,,
3831,Dd eddie,Shimon,,
3832,Dead kung fu man,"Elecbyte, n64mario84",51.0,106.0
3833,Deadpool mvc3,Infinite,65.0,116.0
3834,Dee jay sfm,Diego sanches & ryou win,61.0,119.0
3835,Deidara,Sph y deidara-rap,37.0,70.0
3836,Deidara nzc,Alexei roschak,43.0,64.0
3837,Demonica,Arthur,50.0,118.0
3838,Demoniho,Luck incense,57.0,72.0
3839,Devil devan,Dark ruler,29.0,54.0
3840,Dies,Pre-to,75.0,96.0
3841,Dies irae,Boyboyz,344.0,328.0
3842,Diokles,Mitai dake,76.0,108.0
3843,Dios,Smoke,107.0,167.0
3844,Dirtyfat,Ngi,48.0,85.0
3845,Deviljin,Tc,361.0,189.0
3846,Shark bonus,Dark ruler,,
3847,Doge,Winky (dj hannibalroyce),250.0,347.0
3848,Dogma,Ngi,81.0,121.0
3849,Donaiya,Anamochi,320.0,121.0
3851,Donpatch-mvc,Uru,43.0,39.0
3852,Doremi,Toshio,120.0,198.0
3853,Dorniar ex,Dark ruler,211.0,235.0
3854,Dorothy,Yu-toharu,151.0,186.0
3855,Dracula & dragon,Dark ruler,72.0,132.0
3856,Dragon rider,Dark ruler,110.0,103.0
3857,Drake,Dark ruler,129.0,83.0
3858,Drew,Ngi,101.0,111.0
3859,Drunken master,Skiff,172.0,98.0
3860,Dual shears sp,Dark ruler,151.0,143.0
3861,Duane!,Captainowl,240.0,160.0
3862,D_minoriko,Moiky,45.0,77.0
3863,Eagle f22,null,53.0,100.0
3864,Ebifrygon,Man,159.0,183.0
3865,Ed,Sc1614/stickman14,26.0,56.0
3866,Edi,Elecbyte,99.0,108.0
3867,Eins,Rei,103.0,179.0
3868,Existence-less,Tokuiten,53.0,114.0
3869,Element,Ý‚,47.0,116.0
3870,Elena jc,Jos cuervo,736.0,584.0
3871,Elfin,Ankokunaitou,29.0,74.0
3872,Elias patrick,null,59.0,118.0
3873,Elirin,Ns,66.0,118.0
3874,Emily,Takahasikuniko,170.0,193.0
3875,Emily barnet,Ns,96.0,206.0
3876,Equus,,42.0,75.0
3877,Eregion,Dark ruler,411.0,297.0
3878,Erza scarlet,Legendtta,40.0,90.0
3879,Eslash,Keioh,81.0,110.0
3880,Evil donald,Kishio and pineappleproducer,97.0,273.0
3881,Extramyon,Amaiba,59.0,57.0
3882,Eyedol,Mike obrecht (obreck),102.0,154.0
3883,Fat_tony,Hanbahan,145.0,178.0
3884,Faud,Ankokunaitou,46.0,93.0
3885,Ferishia,Shimon,69.0,82.0
3886,Felden,Yk,38.0,166.0
3887,Billy kane ff1,Lewis + rin & bat,74.0,85.0
3888,Duck king ff1,Lewis,64.0,121.0
3889,Ff1 geese howard,Rin & bat,75.0,109.0
3890,Ff1 joe higashi,Rin & bat,64.0,108.0
3891,Richard myer,Rin & bat,86.0,113.0
3892,Ff1 tung fu rue,Rin & bat,64.0,82.0
3893,Black,Atomicbuster,103.0,109.0
3894,Blaze,Zion,41.0,77.0
3895,Cody FF,Zion,37.0,88.0
3896,Ff guy,Atomicbuster,45.0,86.0
3897,Ff rei,Zion,46.0,80.0
3898,Retsu ff,null,65.0,99.0
3899,Billy kane ffsp,Brown,98.0,105.0
3900,Fidei,Solorazr,125.0,263.0
3901,Filea,Ankokunaitou,45.0,67.0
3902,Final peketo,Andres borghi,47.0,96.0
3903,Firestorm,Jhfer,89.0,141.0
3904,Flen_d,Elecbyte,40.0,84.0
3905,Fox_mccloud,Chotto-komaru,47.0,98.0
3906,Frank archer,Rei,73.0,120.0
3907,Gai,Pr-kun,38.0,69.0
3908,Galactus,Excursion/n64mario/kalangueb,,
3909,Galivan,Tokei,38.0,80.0
3911,Ganondorf,Ú‚,32.0,32.0
3912,Gardevoir,Shiznetz,304.0,217.0
3913,Gato 2k3,Actjapan,44.0,47.0
3914,Geki f22,Cwdevine & falchion22,60.0,97.0
3915,Gengar,,163.0,174.0
3916,Genma human,jhfer by Jhfer,51.0,76.0
3917,Gen,null,64.0,95.0
3918,George goodlake,Wlanmaniax,73.0,111.0
3919,Gerdon,Ngi,68.0,101.0
3920,Gg-ky,Rei,234.0,194.0
3921,Ky and sol,Qwerty,248.0,251.0
3922,Ghost kick,Dick buckus,119.0,98.0
3923,G akiha nightmare,Doburoku,596.0,505.0
3924,Giant jackson,Ryuui sinyongkwon,36.0,117.0
3925,Gi gi,Trasgo7,236.0,169.0
3926,Gill hero,Hero,129.0,141.0
3927,Giant katamari of random characters,Cyberstormfromlu,406.0,439.0
3928,Gliformoth,Ankokunaitou,42.0,84.0
3929,Green lantern lucario,Spidermew,116.0,163.0
3931,Goat_b,Cafe,109.0,139.0
3932,God-gundam,Nyankiryu,94.0,116.0
3933,Godslayer shin meep140,Phantom.of.the.server,57.0,118.0
3934,Goketuji oume,Luchini,68.0,78.0
3935,Go kidokoro,Elecbyte,61.0,125.0
3936,Golden axe,Werewood,271.0,305.0
3937,Byakuren hijiri,Gomashio,107.0,110.0
3938,Chen,Gomashio,63.0,92.0
3939,Gon,Tigermask,62.0,90.0
3940,Gonzales s-r,Seki-rou,93.0,122.0
3941,Goofy,Felix2011,72.0,114.0
3942,Gordon bowman,Gordon by j34xalpha,127.0,153.0
3943,Gosunkugi,Yu-toharu,54.0,80.0
3944,Gouken sf4,Infinite,95.0,115.0
3945,Gozu,Elecbyte,98.0,111.0
3946,Grant,Abuhachi,89.0,120.0
3947,Gray fullbuster,Alexei roschak,53.0,86.0
3948,Great dragonian,Dark ruler,149.0,120.0
3949,Wiler,Ankokunaitou,53.0,71.0
3950,Big bear,Masa,111.0,125.0
3951,Gulpfer,N64mario84,56.0,58.0
3952,Rx-78-2 gundam,Taurusac195,140.0,180.0
3953,Gundam double zeta,Taurusac195,221.0,228.0
3954,Gundam rx-78 gp02a,Taurusac195,198.0,212.0
3955,Psycho mkiii,Taurusac195,179.0,301.0
3956,Gundam zeta,Taurusac195,164.0,223.0
3957,Gustab m.,Zelgadis,58.0,126.0
3958,Gustoff,Ankokunaitou,54.0,77.0
3959,Gyokuto,Minoo,96.0,96.0
3960,Heavyarms custom,Vcun,124.0,129.0
3961,Mayor of earth,Ali,81.0,93.0
3962,Haiji,Gargoyle,84.0,127.0
3963,Hakureimu,Æ‚ê‚¢ÆƒÅ‚,101.0,103.0
3964,Hamusu,Ankokunaitou,51.0,65.0
3965,Hamutaro,Tokei,,
3966,Happo,,55.0,49.0
3967,Haruka_amami,Nf(haloveli),110.0,194.0
3968,Sakura haruno,S.nara,78.0,146.0
3969,Hayate,Mr.s&&misamu k young,72.0,10.0
3970,Hayato gou,Ankokunaitou,43.0,68.0
3971,Hazama,Kal,291.0,415.0
3972,Chipp zanuff h,Allen or hayate ayasaki,41.0,43.0
3973,He-fonba,Ngi,91.0,109.0
3974,Heart&heart,Ahuron,346.0,38.0
3976,Heihachi m,Muko,61.0,85.0
3977,Helga,Shadowtak,54.0,102.0
3978,Hell chaos,Werewood,1.0,1.0
3979,Herb,Ankokunaitou,49.0,97.0
3980,Hammerin' harry,Elecbyte,97.0,99.0
3981,Joe,Adamskie,64.0,107.0
3982,Hige,Siegfried8823,81.0,135.0
3983,Hinako 2k3,Actjapan,54.0,85.0
3984,Hinata Shippuden,Legendtta,41.0,69.0
3985,Hina kagiyama,Ricepigeon & minoo,47.0,104.0
3986,Hitosyura,Yuuki_in_slash,114.0,249.0
3988,Houoh,Brown,47.0,96.0
3989,Bruce banner,Marvel,182.0,188.0
3990,Human paladin,Redcross && sy,156.0,332.0
3991,Hwa jai 2,Kw&&mr.s&&misamu k young,89.0,106.0
3992,Hyouken,Lifeend,100.0,124.0
3993,Hyuuga hinata,Tt,41.0,69.0
3994,Fujiwara no mokou,Isu,83.0,100.0
3995,Iari,Pre-to,103.0,234.0
3996,Iceclimber,Raikou,56.0,88.0
3998,Igniz,Gonzo-,126.0,131.0
3999,Imagine breaker,Ryusei,48.0,114.0
4000,Imoge,Man,290.0,423.0
4001,Imouto,Ns,49.0,99.0
4002,Int karate fighter,Skipperthepenguin100,54.0,59.0
4003,Inuyasha,Cvs artist,68.0,98.0
4004,Iria,Ankokunaitou,44.0,58.0
4005,Iron-man,Erradicator,129.0,131.0
4006,Cc iron ryuji,David demianoff,67.0,123.0
4007,Itachi uchiha,S.nara,91.0,207.0
4008,Itachi uchiha nzc,Alexei roschak,40.0,80.0
4009,Eiki-judgment,Pol-09,121.0,156.0
4010,Jack13,Ns,304.0,224.0
4011,Jcvd,"D, the red cloak",98.0,140.0
4012,Jiban,Yu-toharu,21.0,24.0
4013,Jimmy,Ryo 2005,90.0,110.0
4014,Jin kisaragi,Kal,413.0,488.0
4015,Isao jinrai,Tokei,256.0,238.0
4016,Jin chonrei,Nrf,38.0,99.0
4017,Jin bros,Nrf,38.0,99.0
4018,Jiraiya,Alexei roschak,71.0,78.0
4019,Bone dino,Dark ruler,160.0,157.0
4020,Joe kusanagi,Basara-kun,70.0,114.0
4021,Joe F22,null,50.0,100.0
4022,Joker_sf,Ngi,150.0,180.0
4023,Homer simpson,Warner el tochix,49.0,113.0
4024,Jubei yamada,Adamskie,59.0,87.0
4025,Judgment,Kishio,153.0,212.0
4026,Juri pf,Ns,109.0,240.0
4027,Justice ao,Aoao,121.0,100.0
4028,Juugo,Alexei roschak (kenshinx0),66.0,63.0
4029,Yami yugi,Ju,30.0,57.0
4030,Hachune miku,Ju,166.0,145.0
4031,Jyazu,Fuuma & z-neo,122.0,138.0
4032,Jyubei yagyu,Nrf,79.0,105.0
4033,Chen-mao,Juke kisaragi,64.0,83.0
4034,Juli,Juke kisaragi,74.0,91.0
4035,Miyako,Juke kisaragi,52.0,84.0
4036,Nanaya_s,Pre-to,26.0,105.0
4038,Kaguya houraisan,G-sho,88.0,95.0
4039,Kain blade,Werewood,116.0,292.0
4040,Kairu,Ankokunaitou,33.0,70.0
4041,Kakashi hatake,Alexei roschak (kenshinx0),58.0,64.0
4042,Kamaitachi,"D, the red cloak",49.0,88.0
4043,Kamijo toma,Otika,48.0,111.0
4044,Kanaka,Maitake,111.0,214.0
4045,Kaname,Rakurai,247.0,260.0
4046,Kaname madoka,,61.0,102.0
4047,Kang rotd,Ryo 2005 + ns,93.0,97.0
4048,Kanji,Silencer,68.0,85.0
4049,Kanna-mvc,Uru,219.0,204.0
4050,Karasu,null,70.0,105.0
4051,Karin,Alexei roschak (kenshinx0),31.0,73.0
4052,Kasen,Hetyo,49.0,103.0
4053,Katana,Ns,54.0,105.0
4054,Kato,Dxwho,82.0,109.0
4055,Kazuma,null,66.0,94.0
4056,Shishimaru,Ali,57.0,105.0
4057,Kenbo,Ngi,95.0,108.0
4058,Kenny mccormick,Pokemonboy7051,66.0,77.0
4059,Fulgore,Kofelsalvador10th,102.0,140.0
4060,Killa and ren,FÌ‹,53.0,121.0
4061,Killua,Tiger mask,44.0,102.0
4062,Kim kap hwan,Zamtong,56.0,106.0
4063,Kim_sueil,Noise_low,83.0,145.0
4064,Mister king,Puppet,63.0,68.0
4065,King kong,Muu,60.0,59.0
4066,King 13,Ns,,
4067,Kinopio,Ns,37.0,56.0
4068,Kirara,Rakurai,220.0,193.0
4069,Kirby c,Cyanide,20.0,18.0
4070,Kisarah,Fervicante,56.0,101.0
4071,Kiyoko,Ns,81.0,100.0
4072,Kizaru borsalino,Nba01,39.0,79.0
4073,Clone koa,Daniel9999999,89.0,105.0
4074,Kodachi,Charimankaga,53.0,88.0
4075,Wyvern,Dark ruler,245.0,232.0
4076,Roomi kof,Ali,56.0,93.0
4077,Richard meyer,Mr.s misamu k young shin dio,,
4078,Kokoro,Hetyo,63.0,88.0
4079,Koldan,Dxwho,130.0,140.0
4080,Komachi,En,93.0,108.0
4081,Konan,Alexei roschak (kenshinx0),27.0,77.0
4082,Konata,Nyankiryu,98.0,212.0
4083,Koneko,Sankiti,83.0,202.0
4084,Konoha-ss,Uru,146.0,153.0
4085,Koopa troopa djhr,Dj hannibalroyce,57.0,42.0
4086,Kotoe,Ns,105.0,190.0
4087,Kryo,,512.0,512.0
4088,Ktullanux,Rayx d'great,700.0,400.0
4089,Jun,Ns,76.0,107.0
4090,Kumi,Rakurai,282.0,231.0
4091,Kunagi,Kayui uma,69.0,89.0
4092,Kunagi tenrou,Yuuki,69.0,89.0
4093,Kunio kun,Elecbyte,58.0,120.0
4094,Kunoichi,Ankokunaitou,32.0,72.0
4095,Tatewaki kunou,Ankokunaitou,64.0,97.0
4096,Kurara,Amago,45.0,95.0
4097,Kyle broflovski,Pokemonboy7051,65.0,82.0
4098,Kyoko_typea,Sekirei,53.0,96.0
4099,Kyosuke pj,Kamekaze,78.0,109.0
4100,Kyoushirou senryou,Nrf,99.0,103.0
4101,Adelheid K,Koopakoot,67.0,114.0
4102,Carol stanzack,Fervicante,62.0,127.0
4103,Max eagle,Fervicante,96.0,137.0
4104,K joker,Fervicante,114.0,139.0
4105,Nicola zaza,Fervicante,63.0,115.0
4107,Lady aozaki,Raien makoto,48.0,112.0
4108,Larcen,Juan carlos,107.0,112.0
4109,Lasher,T.o.p.s&spider9696,224.0,164.0
4110,Laurence,Adamskie,68.0,123.0
4111,Laurence blood,Fujy,60.0,141.0
4112,Layban,Ankokunaitou,42.0,74.0
4113,Layzner,Ankokunaitou,120.0,106.0
4114,Lee f22,null,73.0,89.0
4115,Lee_chen,Ngi,86.0,104.0
4116,Lenalee-mvc,Uru,43.0,44.0
4117,Leon c,Cafe,97.0,111.0
4118,Leopaldon,Kurogane,418.0,453.0
4119,Lester,Smeagol14 and aperson98,17.0,65.0
4120,Leviathan,Dark ruler,211.0,239.0
4121,Lilith a,Shimon,63.0,77.0
4122,Lie meiling,Ricepigeon and darkflare,59.0,95.0
4123,Lightning bd,Binho and doruji,50.0,101.0
4124,Light,Z sabre user/panda,21.0,52.0
4125,Light yagami,Z sabre user/panda edited by ryguy176,22.0,54.0
4126,Lin,Hetyo,84.0,102.0
4127,Lloyd irving,Anamochi,248.0,238.0
4128,Lola bunny,Beanfan112,87.0,153.0
4129,Long_way,Ngi,65.0,105.0
4130,Lotus master,Skiff,296.0,239.0
4131,Lion sora,Xatoku,51.0,41.0
4132,Lucifer,Baggy,128.0,128.0
4133,Lucy diclonius,Crucifix,63.0,112.0
4134,Luka,So_,88.0,209.0
4135,Luke,Dxwho,95.0,131.0
4137,Lyndis,Ambasa,74.0,110.0
4138,M-monk,Madre,166.0,144.0
4139,Madara uchiha,Thebestmckonan,61.0,82.0
4140,Madotsuki,Tu-ko-nin,116.0,155.0
4141,Magaki,Jin,54.0,130.0
4142,Maggilla,Ngi,132.0,72.0
4143,Magician,Ankokunaitou,68.0,74.0
4144,Magna,Ankokunaitou,100.0,110.0
4145,Ultra magnus,Nrf,16.0,30.0
4146,Mai 2k2,Actjapan,44.0,47.0
4147,Mai maino,Ns,122.0,210.0
4148,Mai tokiha ex,Rakurai,72.0,92.0
4149,Makoto nanaya,Kal,391.0,482.0
4150,Makoto mizoguchi,Tokinokuni-kei,197.0,179.0
4151,Mami,Geros,85.0,206.0
4152,Mamiya,Yu-toharu,100.0,244.0
4153,"The manticore, the queen, and the dragon",Elecbyte,96.0,177.0
4154,Thiele,Elecbyte,96.0,177.0
4155,Maplestory mage,Dark ruler,109.0,79.0
4156,Marcia,Ns,51.0,107.0
4157,Marian,Fervicante,54.0,106.0
4158,Mariko konjou,Fervicante,51.0,91.0
4159,Mark sein,Mother earth,68.0,79.0
4160,Marvel frozen,Ankokunaitou,42.0,62.0
4161,Mary 2k2,Actjapan,53.0,100.0
4162,Masaru_takahara,Ankokunaitou,48.0,64.0
4163,Mashiro,Shirokuma,43.0,101.0
4164,Masked warrior,Dxwho,56.0,130.0
4165,Master lue,Phantom.of.the.server,57.0,118.0
4166,Mf viga,Omegapsycho,126.0,100.0
4167,Master huang,Kenshinhimura,116.0,105.0
4168,Maverick zero,Ddarkbeing && ariel co,86.0,80.0
4169,May s,Staran,97.0,123.0
4170,M.bison sf2ww,N64mario84,104.0,96.0
4171,Mc hisui,Maitake,131.0,178.0
4172,Neo meep140,Darkness and meep140,39.0,90.0
4173,Meep140 s-type,Sentinel,119.0,161.0
4174,Mega tigerzord,Redline,67.0,96.0
4175,Megaman fp,"Jezekiel, nyko & misterr07",79.0,70.0
4176,Megaman x,,30.0,35.0
4177,Megu asuhara,Ao,153.0,259.0
4178,Meiya,Dadio&neo,77.0,117.0
4179,Meiya_striker,Dadio&neo,90.0,115.0
4181,Metal golem,Dark ruler,197.0,181.0
4182,Mezu,Lord sinistro,98.0,111.0
4183,Michael jackson,Ryuui sinyongkwon edits by rockrage8962,36.0,117.0
4184,Michael max,,,
4185,Micky ls,Lord sinistro,79.0,166.0
4186,Micky13,Ns,80.0,160.0
4187,Midknight,Juan carlos,100.0,110.0
4188,Millia tnt,ÌŒ(tuki no turugi),59.0,107.0
4189,Minmin,Ankokunaitou,38.0,65.0
4190,Miopinja,Ngi,194.0,228.0
4191,Misaka mikoto,Mitei,57.0,207.0
4192,Mishio&makoto,Rekku,88.0,99.0
4193,Misuzu,Maitake,154.0,236.0
4194,Miyako(coh),Kisaragiryuto,52.0,84.0
4195,Miyazato_erika,Songfu,69.0,92.0
4196,Miyuki,Ns,76.0,232.0
4197,Mizore s.,Zelgadis,67.0,102.0
4198,Mizuchi-type-m,608,78.0,125.0
4199,Mo-mo-dainamaitu,Âƒhlr,63.0,134.0
4200,Moldy snail,Dark ruler,108.0,151.0
4201,Momiji inubashiri,Felicity,71.0,98.0
